00001	0212	1	316
00004	0225	1	2
00007	0224	1	31
00008	0219	1	29
00009	0220	1	4
00013	0221	1	109
00025	0226	1	69
00026	0228	1	2
00051	0229	1	23
00078	0230	1	4
00088	0231	1	34
00102	0232	1	19
00107	0001	0	1
00108	0002	0	1
00121	0233a	2	2
00121b	0233b	2	1
00125	0235	1	23
00128	0234	1	2
00129	0236	1	7
00135	0237	1	4
00154	0238	1	23
00157	0003	0	1
00168	0241	1	11
00175	0004	0	1
00183	0005	0	1
00192	0012	0	1
00193	0247	1	72
00194	0239	1	45
00217	0254	1	7
00236	0253	1	2
00240	0007	0	1
00245	0684a	2	18
00245b	0684b	2	2
00250	0240	1	3
00255	0244	1	149
00256	0243	1	7
00279	0249	1	2
00282	0242	1	37
00288	0013	0	1
00299	0250	1	10
00301	0008	0	1
00321	0251	1	8
00345	0006	0	1
00373	0011	0	1
00391	0009	0	1
00406	0252	1	2
00411	0010	0	1
00455	0014	0	1
00503	0255	1	23
00506	0015	0	1
00530	0256	1	5
00562	0258	1	20
00567	0257	1	7
00582	0259	1	23
00585	0260	1	3
00594	0017	0	1
00597	0262	1	2
00602	0018	0	1
00605	0263	1	11
00606	0261	1	44
00646	0020	0	1
00651	0019	0	1
00701	0021	0	1
00723	0264	1	18
00734	0272	1	18
00735	0266	1	292
00759	0276	1	2
00763	0275	1	17
00767	0265	1	2
00769	0277	1	2
00781	0273	1	76
00794	0022	0	1
00803	0278	1	2
00856	0279	1	24
00857	0281	1	53
00865	0284	1	7
00881	0024	0	1
00887	0023	0	1
00893	0283	1	22
00910	0280	1	11
00913	0025	0	1
00938	0285	1	12
00975	0026	0	1
00985	0286	1	20
00994	0027	0	1
01049	0028	0	1
01068	0029	0	1
01088	0287	1	8
01101	0288	1	2
01108	0290	1	2
01111	0289	1	16
01127	0291	1	53
01128	0293	1	16
01141	0030	0	1
01143	0032	0	1
01154	0297	1	32
01168	0294	1	2
01170	0296	1	2
01174	0305	1	3
01175	0295	1	5
01179	0298	1	84
01219	0031	0	1
01235	0304	1	5
01242	0309	1	16
01252	0310	1	4
01263	0300	1	3
01296	0035	0	1
01395	0306	1	139
01412	0301	1	10
01466	0033	0	1
01523	0034	0	1
01581	0302	1	70
01606	0316	1	2
01607	0311	1	6
01611	0313	1	9
01627	0317	1	16
01639	0312	1	6
01644	0315	1	2
01645	0314	1	2
01654	0324a	2	5
01654b	0324b	2	1
01659	0318	1	17
01666	0319	1	8
01682	0320	1	14
01683	0036	0	1
01726	0037	0	1
01740	0322	1	3
01765	0039	0	1
01767	0685a	2	14
01767b	0685b	2	2
01796	0326a	2	8
01796b	0326b	2	1
01816	0038	0	1
01818	0327	1	3
01839	0325	1	17
01853	0323	1	2
01895	0321	1	20
01903	0040	0	1
01913	0328	1	3
01934	0329	1	2
01946	0330	1	29
01947	0331	1	6
01948	0043	0	1
01949	0041	0	1
01974	0042	0	1
02022	0339	1	2
02029	0335	1	2
02031	0332	1	104
02033	0341	1	19
02045	0340	1	26
02061	0337	1	3
02105	0338	1	3
02142	0336	1	3
02262	0342	1	10
02264	0044	0	1
02293	0343	1	2
02308	0353	1	3
02309	0349	1	26
02325	0344	1	6
02333	0045	0	1
02342	0346	1	3
02346	0351	1	2
02349	0046	0	1
02352	0347	1	2
02357	0345	1	8
02366	0048	0	1
02377	0047	0	1
02383	0352	1	5
02390	0348	1	8
02407	0350	1	36
02429	0354	1	3
02435	0049	0	1
02436	0355	1	2
02439	0050	0	1
02440	0358	1	2
02464	0359	1	32
02473	0360	1	19
02502	0051	0	1
02515	0361	1	5
02528	0052	0	1
02564	0362	1	3
02771	0099	0	1
02775	0364	1	4
02780	0363	1	2
02782	0366	1	3
02783	0365	1	8
02800	0370	1	15
02820	0054	0	1
02835	0367	1	4
02843	0372	1	2
02847	0369	1	15
02855	0053	0	1
02881	0368	1	2
02882	0371	1	6
02899	0373	1	8
02924	0687a	2	3
02924b	0687b	2	1
02944	0402	1	6
02949	0055	0	1
02962	0056	0	1
02989	0374	1	2
02993	0686a	2	2
02993b	0686b	2	1
03005	0058	0	1
03006	0057	0	1
03008	0639	1	84
03047	0060	0	1
03052	0375	1	7
03066	0059	0	1
03084	0376	1	3
03101	0061	0	1
03124	0379	1	14
03138	0062	0	1
03145	0377	1	85
03151	0380	1	8
03153	0063	0	1
03157	0644	1	6
03159	0381	1	12
03165	0382	1	5
03172	0383	1	54
03179	0385	1	38
03180	0071	0	1
03184	0075	0	1
03194	0076	0	1
03196	0074	0	1
03208	0064	0	1
03214	0386	1	21
03239	0392	1	12
03244	0391	1	24
03245	0403	1	2
03297	0397	1	2
03312	0387	1	64
03315	0072	0	1
03320	0077	0	1
03329	0066	0	1
03335	0400	1	4
03357	0073	0	1
03362	0389	1	5
03364	0070	0	1
03366	0395	1	21
03367	0398	1	4
03373	0393	1	7
03395	0390	1	5
03404	0401	1	6
03405	0394	1	6
03414	0065	0	1
03439	0069	0	1
03453	0067	0	1
03471	0396	1	2
03486	0068	0	1
03534	0404	1	2
03544	0405	1	2
03550	0399	1	6
03610	0406	1	43
03611	0408	1	7
03612	0409	1	16
03617	0407	1	11
03636	0078	0	1
03646	0412	1	2
03647	0410	1	64
03659	0694	1	2
03661	0416	1	3
03690	0081	0	1
03708	0079	0	1
03712y5	0085	0	1
03761	0080	0	1
03780	0415	1	15
03783	0419	1	2
03835	0414	1	14
03872	0084	0	1
03896	0413	1	9
03904	0083	0	1
04009	0417	1	77
04130	0421	1	2
04192	0420	1	40
04216	0422	1	2
04235	0087	0	1
04243	0425	1	35
04261	0423	1	4
04263	0429	1	5
04277	0086	0	1
04280	0426	1	3
04286	0424	1	2
04293	0430a	2	1
04293b	0430b	2	1
04296	0695	0	1
04298	0427	1	4
04319	0428	1	5
04381	0431	1	3
04385	0432	1	24
04389	0433	1	28
04391	0434a	2	27
04391b	0434b	2	11
04412	0088	0	1
04446	0446	1	3
04485	0445	1	18
04505	0443	1	7
04512	0440	1	71
04523	0442	1	24
04557	0447	1	32
04569	0444	1	39
04616	0089	0	1
04650	0450	1	2
04661	0449	1	4
04664	0448	1	9
04667	0091	0	1
04673	0451	1	2
04674	0453	1	33
04679	0452	1	2
04711	0454	1	6
04712	0095	0	1
04739	0100	0	1
04743	0098	0	1
04803	0459	1	2
04806	0460	1	6
04848	0462	1	5
04849	0458	1	5
04922	0463	1	106
05014	0092	0	1
05134	0096	0	1
05152	0461	1	34
05154	0467	1	2
05161	0093	0	1
05228	0456	1	4
05279	0455	1	18
05293	0457	1	2
05323	0466	1	2
05529	0094	0	1
05558	0101	0	1
05561	0102	0	1
05580	0469	1	4
05639	0468	1	3
05641	0103	0	1
05643	0471	1	12
05644	0470	1	25
05676	0104	0	1
05686	0473	1	5
05717	0472	1	6
05737	0105	0	1
05796	0106	0	1
05809	0475	1	4
05812	0474	1	2
05834	0477	1	2
05839	0476	1	4
05841	0478	1	2
05850	0479	1	2
05935	0107	0	1
05947	0480	1	2
05957	0499	1	3
05964	0489	1	6
05986	0116	0	1
06003	0484	1	5
06045	0483	1	2
06055	0481	1	2
06074	0492	1	156
06098	0113	0	1
06151	0111	0	1
06179	0118	0	1
06182	0487	1	6
06189	0485	1	4
06192	0117	0	1
06230	0112	0	1
06266	0115	0	1
06272	0497	1	77
06285	0486	1	12
06286	0109	0	1
06290	0490	1	37
06338	0693	0	1
06381	0496	0	1
06432	0491	1	14
06476	0488	1	31
06490	0482	1	2
06532	0110	0	1
06553	0108	0	1
06603	0119	0	1
06776	0122	0	1
06801	0120	0	1
06872	0435	1	220
06885	0500	1	3
06918	0501	1	11
06921	0503	1	4
06965	0123	0	1
06971	0502	1	5
07032	0504	1	30
07035	0505	1	2
07043	0506	1	2
07063	0124	0	1
07065	0125	0	1
07086	0507	1	3
07112	0127	0	1
07153	0126	0	1
07180	0128	0	1
07203	0508	1	5
07212	0688a	2	2
07212b	0688b	2	1
07241	0509	1	2
07262	0511	1	9
07291	0512	1	2
07304	0510	1	14
07456	0513	1	4
07457	0130	0	1
07461	0514	1	144
07469	0131	0	1
07478	0519	1	4
07483	0134	0	1
07501	0520	1	71
07503	0518	1	7
07513	0132	0	1
07530	0517	1	3
07535	0133	0	1
07559	0135	0	1
07591	0523	1	2
07685	0522	1	8
07707	0524	1	5
07709	0526	1	2
07717	0525	1	18
07739	0527	1	2
07759	0529	1	2
07770	0136	0	1
07779	0528	1	38
07790	0138	0	1
07799	0537	1	2
07801	0535	1	11
07827	0533	1	8
07839	0536	1	5
07843	0534	1	4
07844	0530	1	136
07865	0139	0	1
07870	0603	1	3
07907	0137	0	1
07941	0538	1	24
08077	0357	1	14
08097	0540	1	4
08107	0689a	2	10
08107b	0689b	2	10
08124	0539	1	8
08148	0541	1	5
08165	0140	0	1
08244	0543	1	12
08248	0544	1	3
08269	0542	1	2
08293	0546	1	6
08296	0545	1	15
08316	0141	0	1
08329	0547	1	5
08354	0142	0	1
08365	0548	1	6
08376	0549	1	4
08426	0550	1	45
08493	0551	1	2
08685	0552	1	2
08795	0144	0	1
08797	0016	0	1
08822	0554	1	3
08856	0146	0	1
08885	0553	1	2
08889	0143	0	1
08924	0555	1	9
08997	0148	0	1
09011	0145	0	1
09064	0147	0	1
09144	0556	1	4
09155	0559	1	2
09175	0557	1	3
09177	0558	1	2
09214	0560	1	11
09255	0561	1	18
09264	0562	1	8
09290	0149	0	1
09308	0566	1	3
09314	0565	1	2
09315	0563	1	11
09328	0564	1	6
09332	0150	0	1
09348	0569	1	2
09351	0152	0	1
09362	0154	0	1
09379	0153	0	1
09384	0156	0	1
09429	0567	1	40
09462	0568	1	27
09463	0571	1	3
09485	0155	0	1
09515	0151	0	1
09539	0570	1	2
09554	0200	0	1
09602	0572	1	24
09610	0573	1	22
09629	0574	1	6
09630	0575	1	3
09632	0082	0	1
09636	0157	0	1
09638	0576	1	2
09665	0158	0	1
09716	0577	1	7
09788	0587	1	25
09789	0588	1	4
09807	0161	0	1
09869	0589	1	59
09886	0586	1	2
09919	0579	1	123
09921	0592	1	22
09954	0159	0	1
09972	0593	1	19
10040	0594	1	4
10139	0160	0	1
10163	0582	1	176
10191	0591	1	21
10204	0578	1	2
10251	0595	1	2
10270	0596	1	19
10272	0597	1	23
10605	0162	0	1
10614	0598	1	24
10637	0599	1	6
10822	0163	0	1
10826	0600	1	6
10831	0604	1	29
10848	0601	1	2
10856	0690a	2	6
10856b	0690b	2	1
10859	0602	1	16
10875	0605	1	18
10890	0617	1	2
10928	0606	1	2
10936	0607	1	59
11008	0169	0	1
11017	0615	1	2
11025	0616	1	21
11038	0609	1	8
11049	0167	0	1
11051	0619	1	2
11072	0621	1	2
11085	0610	1	158
11095	0165	0	1
11121	0166	0	1
11155	0164	0	1
11171	0614	1	7
11189	0168	0	1
11195	0622	1	12
11200	0618	1	6
11229	0620	1	2
11261	0623	1	2
11275	0170	0	1
11334	0172	0	1
11338	0627	1	2
11342	0626	1	3
11355	0173	0	1
11373	0171	0	1
11397	0624	1	3
11402	0625	1	2
11461	0628	1	12
11467	0174	0	1
11485	0629	1	7
11495	0630	1	47
11715	0631	1	36
11740	0175	0	1
11799	0176	0	1
11827	0633	1	5
11856	0632	1	7
11893	0097	0	1
11916	0634	1	4
11948	0179	0	1
11982	0638	1	4
11983	0178	0	1
12003	0177	0	1
12004	0180	0	1
12010	0641	1	2
12022	0181	0	1
12042	0637	1	5
12046	0642	1	2
12051	0643	1	10
12052	0691a	2	6
12052b	0691b	2	3
12054	0182	0	1
12070	0635	1	4
12115	0636	1	8
12123	0183	0	1
12134	0646	1	3
12188	0184	0	1
12282	0185	0	1
12373	0187	0	1
12376	0647	1	53
12380	0649	1	3
12451	0188	0	1
12698	0650	1	3
12709	0652	1	4
12716	0651	1	3
12724	0654	1	16
12739	0653	1	2
12768	0655	1	2
12791	0189	0	1
12830	0659	1	21
12831	0692a	2	2
12831b	0692b	2	1
12836	0190	0	1
12838	0191	0	1
12855	0658	1	9
12913	0656	1	4
12914	0645	1	7
12927	0657	1	34
12935	0660	1	2
12963	0192	0	1
12997	0662	1	8
13001	0661	1	32
13002	0663	1	2
13012	0664	1	4
13020	0665	1	5
13073	0666	1	3
13103	0193	0	1
13104	0667	1	7
13281	0668	1	5
13296	0673	1	2
13302	0669	1	21
13304	0194	0	1
13307	0671	1	2
13346	0197	0	1
13380	0672	1	2
13391	0670	1	8
13395	0196	0	1
13398	0674	1	3
13416	0195	0	1
13503	0677	1	8
13526	0678	1	3
13542	0201	0	1
13551	0675	1	8
13565	0676	1	4
13586y2	0199	0	1
13641	0198	0	1
13667	0679	1	23
13680	0202	0	1
13873	0204	0	1
13933	0203	0	1
13934	0680	1	4
13959	0205	0	1
13970	0682	1	2
13999	0681	1	4
14088	0683	1	3
14174	0206	0	1
14614	0186	0	1
14809	0207	0	1
14828	0208	0	1
14833	0209	0	1
